変数情報
変数	位置	ラベル
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
MQ14_6E	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
MQ14_6F	1	あり
	2	なし
	8	非該当
	9	無回答
MQ14_7AY	0	月のみ無回答
	8888	非該当
	9999	無回答
MQ14_7AM	0	月のみ無回答
	88	非該当
	99	無回答
MQ14_7B	1	男性
	2	女性
	8	非該当
	9	無回答
MQ14_7C	1	同居
	2	別居
	8	非該当
	9	無回答
MQ14_7D	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
MQ14_7E	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
MQ14_7F	1	あり
	2	なし
	8	非該当
	9	無回答
MQ14_8AY	0	月のみ無回答
	8888	非該当
	9999	無回答
MQ14_8AM	0	月のみ無回答
	88	非該当
	99	無回答
MQ14_8B	1	男性
	2	女性
	8	非該当
	9	無回答
MQ14_8C	1	同居
	2	別居
	8	非該当
	9	無回答
MQ14_8D	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
MQ14_8E	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
MQ14_8F	1	あり
	2	なし
	8	非該当
	9	無回答
MQ14_9AY	0	月のみ無回答
	8888	非該当
	9999	無回答
MQ14_9AM	0	月のみ無回答
	88	非該当
	99	無回答
MQ14_9B	1	男性
	2	女性
	8	非該当
	9	無回答
MQ14_9C	1	同居
	2	別居
	8	非該当
	9	無回答
MQ14_9D	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
MQ14_9E	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
MQ14_9F	1	あり
	2	なし
	8	非該当
	9	無回答
MQ14_10AY	0	月のみ無回答
	8888	非該当
	9999	無回答
MQ14_10AM	0	月のみ無回答
	88	非該当
	99	無回答
MQ14_10B	1	男性
	2	女性
	8	非該当
	9	無回答
MQ14_10C	1	同居
	2	別居
	8	非該当
	9	無回答
MQ14_10D	0	現在未就学
	1	小学校
	2	中学校
	3	高校
	4	専門学校
	5	短大・高専
	6	大学
	7	大学院
	8	非該当
	9	無回答
MQ14_10E	1	在学中
	2	卒業した
	3	中退した
	8	非該当
	9	無回答
MQ14_10F	1	あり
	2	なし
	8	非該当
	9	無回答
MQ15_1	99	無回答
MQ15_2A	1	選択
	2	非選択
	9	無回答
MQ15_2B	1	選択
	2	非選択
	9	無回答
MQ15_2C	1	選択
	2	非選択
	9	無回答
MQ15_2D	1	選択
	2	非選択
	9	無回答
MQ15_2E	1	選択
	2	非選択
	9	無回答
MQ15_2F	1	選択
	2	非選択
	9	無回答
MQ15_2G	1	選択
	2	非選択
	9	無回答
MQ15_2H	1	選択
	2	非選択
	9	無回答
MQ15_2I	1	選択
	2	非選択
	9	無回答
MQ15_2J	1	選択
	2	非選択
	9	無回答
MQ15_2K	1	選択
	2	非選択
	9	無回答
MQ15_2L	1	選択
	2	非選択
	9	無回答
MQ15_2M	1	選択
	2	非選択
	9	無回答
MQ15_2N	1	選択
	2	非選択
	9	無回答
MQ15_2O	1	選択
	2	非選択
	9	無回答
MQ15_2P	1	選択
	2	非選択
	9	無回答
MQ15_2Q	1	選択
	2	非選択
	9	無回答
mq15_2s	1	選択
	2	非選択
	9	無回答
mq15_2t	1	選択
	2	非選択
	9	無回答
MQ15_3	1	欲しくない
	2	男の子が欲しい
	3	女の子が欲しい
	4	男女問わず欲しい
	5	わからない
	9	無回答
MQ15F_A	1	とても良い
	2	まあ良い
	3	ふつう
	4	あまり良くない
	5	悪い
	6	すでに他界
	9	無回答
MQ15F_B	1	必要あり
	2	必要なし
	8	非該当
	9	無回答
MQ15F_C	1	利用している
	2	利用していない
	8	非該当
	9	無回答
MQ15M_A	1	とても良い
	2	まあ良い
	3	ふつう
	4	あまり良くない
	5	悪い
	6	すでに他界
	9	無回答
MQ15M_B	1	必要あり
	2	必要なし
	8	非該当
	9	無回答
MQ15M_C	1	利用している
	2	利用していない
	8	非該当
	9	無回答
MQ16	1	とても良い
	2	まあ良い
	3	普通
	4	あまり良くない
	5	悪い
	9	無回答
MQ17	1	（　　）日くらいあった
	2	できなかった日はなかった
	9	無回答
MQ17S	888	非該当
	999	無回答
MQ18A	999	無回答
MQ18B	999	無回答
MQ18C	999	無回答
MQ19A	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ19B	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ19C	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ19D	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ19E	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ19F	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
MQ20A	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	仕事をしていない
	9	無回答
MQ20B	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	結婚をしていない
	9	無回答
MQ20C	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	友人はいない
	9	無回答
MQ20D	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	親はいない
	9	無回答
MQ20E	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	6	子はいない
	9	無回答
MQ20F	1	満足している
	2	どちらかといえば満足している
	3	どちらともいえない
	4	どちらかといえば不満である
	5	不満である
	9	無回答
MQ21A	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
MQ21B	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
MQ21C	1	よくあてはまる
	7	まったくあてはまらない
	9	無回答
MQ22A	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ22B	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ22C	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ22D	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ22E	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ22F	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
MQ23A	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
MQ23B	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
MQ23C	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
MQ23D	1	できる
	2	ある程度できる
	3	あまりできない
	4	できない
	9	無回答
MQ24	1	豊か
	2	やや豊か
	3	ふつう
	4	やや貧しい
	5	貧しい
	9	無回答
MQ25	1	はい
	2	いいえ
	3	場合による
	9	無回答
MQ26	1	大いに希望がある
	2	希望がある
	3	どちらともいえない
	4	あまり希望がない
	5	まったく希望がない
	9	無回答
MQ27A	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27B	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27C	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27D	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27E	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27F	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27G	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ27H	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ28	1	1 一番上
	2	2
	3	3
	4	4
	5	5
	6	6
	7	7
	8	8
	9	9
	10	10 一番下
	99	無回答
MQ29	1	良くなる
	2	少し良くなる
	3	変わらない
	4	少し悪くなる
	5	悪くなる
	9	無回答
MQ30	0	0人(子どもなし)
	1	1人
	2	2人
	3	3人
	4	4人
	5	5人以上
	9	無回答
MQ30S	88	非該当
	99	無回答
	888	非該当
	999	無回答
MQ31_A	1	選択
	2	非選択
	9	無回答
MQ31_B	1	選択
	2	非選択
	9	無回答
MQ31_C	1	選択
	2	非選択
	9	無回答
MQ31_D	1	選択
	2	非選択
	9	無回答
MQ31_E	1	選択
	2	非選択
	9	無回答
MQ31_F	1	選択
	2	非選択
	9	無回答
MQ31_G	1	選択
	2	非選択
	9	無回答
MQ31_H	1	選択
	2	非選択
	9	無回答
MQ31_I	1	選択
	2	非選択
	9	無回答
MQ31_J	1	選択
	2	非選択
	9	無回答
MQ31_K	1	選択
	2	非選択
	9	無回答
MQ32A	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ32B	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ32C	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ32D	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ32E	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ32F	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
MQ33A	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ33B	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ33C	1	そう思う
	2	どちらかといえばそう思う
	3	どちらともいえない
	4	どちらかといえばそう思わない
	5	そう思わない
	6	わからない
	9	無回答
MQ34A	1	そう思う
	2	どちらかといえばそう思う
	3	どちらかといえばそう思わない
	4	そう思わない
	5	わからない
	9	無回答
MQ34B	1	そう思う
	2	どちらかといえばそう思う
	3	どちらかといえばそう思わない
	4	そう思わない
	5	わからない
	9	無回答
MQ34C	1	そう思う
	2	どちらかといえばそう思う
	3	どちらかといえばそう思わない
	4	そう思わない
	5	わからない
	9	無回答
MQ35	1	自民党
	2	社民党
	3	公明党
	4	共産党
	5	国民民主党
	6	日本維新の会
	7	立憲民主党
	8	れいわ新撰組
	9	その他の政党
	10	特に支持する政党はない
	11	わからない
	99	無回答
MQ36	1	つねに関心を払っている
	2	ときどき関心を払っている
	3	たまに関心を払っている
	4	ほとんど関心をはらっていない
	9	無回答
MQ37A	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ37B	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ37C	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ37D	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ37E	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ37F	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
MQ38A	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	99	無回答
MQ38B	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	15	配偶者（夫または妻）はいない
	99	無回答
MQ38C	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	99	無回答
MQ39_A	1	選択
	2	非選択
	9	無回答
MQ39_B	1	選択
	2	非選択
	9	無回答
MQ39_C	1	選択
	2	非選択
	9	無回答
MQ39_D	1	選択
	2	非選択
	9	無回答
MQ39_E	1	選択
	2	非選択
	9	無回答
MQ39_F	1	選択
	2	非選択
	9	無回答
MQ39_G	1	選択
	2	非選択
	9	無回答
MQ39_H	1	選択
	2	非選択
	9	無回答
MQ39_I	1	選択
	2	非選択
	9	無回答
MQ39_J	1	選択
	2	非選択
	9	無回答
MQ39_K	1	選択
	2	非選択
	9	無回答
MQ39_L	1	選択
	2	非選択
	9	無回答
MQ39_M	1	選択
	2	非選択
	9	無回答
MQ40	1	なし
	2	50万円未満
	3	50万円以上100万円未満
	4	100万円以上300万円未満
	5	300万円以上500万円未満
	6	500万円以上1,000万円未満
	7	1,000万円以上3,000万円未満
	8	3,000万円以上5,000万円未満
	9	5,000万円以上
	10	わからない
	99	無回答
MQ41	1	持家（一戸建て）
	2	持家（分譲マンション）
	3	借家・民間のアパート・マンション（賃貸）
	4	公団賃貸アパート・住宅
	5	公営賃貸アパート・住宅
	6	社宅・寮・官舎・公舎
	7	下宿・間借り
	8	その他
	99	無回答
MQ41_A	1	選択
	2	非選択
	8	非該当
	9	無回答
MQ41_B	1	選択
	2	非選択
	8	非該当
	9	無回答
MQ41_C	1	選択
	2	非選択
	8	非該当
	9	無回答
MQ41_D	1	選択
	2	非選択
	8	非該当
	9	無回答
MQ41_E	1	選択
	2	非選択
	8	非該当
	9	無回答
MQ42A_1	9999	無回答
MQ42A_2	9999	無回答
MQ42A_3	9999	無回答
MQ42B_1	9999	無回答
MQ42B_2	9999	無回答
MQ42B_3	9999	無回答
MQ43	0	子どもはいない
	1	なし
	2	5万円未満
	3	5万円以上10万円未満
